Synset	T	V	N	Parsed Definition
201771039	get	evoke	response	(S1 (S (VP (VB evoke)(NP (DT an)(JJ emotional)(NN response)))))#
201774005	stew	bear	grudge	(S1 (S (VP (VB bear)(NP (DT a)(NN grudge)))))#
201774005	grudge	bear	grudge	(S1 (S (VP (VB bear)(NP (DT a)(NN grudge)))))#
201774426	abhor	find	repugnant	(S1 (S (VP (VB find)(NP (NN repugnant)))))#
201774426	loathe	find	repugnant	(S1 (S (VP (VB find)(NP (NN repugnant)))))#
201774426	abominate	find	repugnant	(S1 (S (VP (VB find)(NP (NN repugnant)))))#
201774426	execrate	find	repugnant	(S1 (S (VP (VB find)(NP (NN repugnant)))))#
201777107	cotton	take	liking	(S1 (S (VP (VB take)(NP (DT a)(NN liking)(S (VP (TO to)))))))#
201784295	lose it	lose	control	(S1 (S (VP (VB lose)(NP (NP (NN control))(PP (IN of)(NP (CD one))('' '')(NP (NNP s)(NNS emotions)))))))#
201784295	snap	lose	control	(S1 (S (VP (VB lose)(NP (NP (NN control))(PP (IN of)(NP (CD one))('' '')(NP (NNP s)(NNS emotions)))))))#
201784295	break down	lose	control	(S1 (S (VP (VB lose)(NP (NP (NN control))(PP (IN of)(NP (CD one))('' '')(NP (NNP s)(NNS emotions)))))))#
201785579	crack	suffer	breakdown	(S1 (S (VP (VB suffer)(NP (DT a)(JJ nervous)(NN breakdown)))))#
201785579	crock up	suffer	breakdown	(S1 (S (VP (VB suffer)(NP (DT a)(JJ nervous)(NN breakdown)))))#
201785579	break up	suffer	breakdown	(S1 (S (VP (VB suffer)(NP (DT a)(JJ nervous)(NN breakdown)))))#
201785579	collapse	suffer	breakdown	(S1 (S (VP (VB suffer)(NP (DT a)(JJ nervous)(NN breakdown)))))#
201785579	crack up	suffer	breakdown	(S1 (S (VP (VB suffer)(NP (DT a)(JJ nervous)(NN breakdown)))))#
201794195	scruple	raise	scruples	(S1 (S (VP (VB raise)(NP (NNS scruples)))))#
201794363	agonize	suffer	anguish	(S1 (S (VP (VB suffer)(NP (NP (NN agony))(CC or)(NP (NN anguish))))))#
201794363	agonise	suffer	anguish	(S1 (S (VP (VB suffer)(NP (NP (NN agony))(CC or)(NP (NN anguish))))))#
201794668	suffer	experience	pain	(S1 (S (VP (VB experience)(NP (-LRB- -LRB-)(JJ emotional)(-RRB- -RRB-)(NN pain)))))#
201794969	anguish	suffer	distress	(S1 (S (VP (VB suffer)(NP (JJ great)(NNS pains)(CC or)(NN distress)))))#
201796033	rage	feel	anger	(S1 (S (VP (VB feel)(NP (JJ intense)(NN anger)))))#
201797204	mourn	observe	customs	(S1 (S (VP (VB observe)(NP (NP (DT the)(NNS customs))(PP (IN of)(NP (NP (VBG mourning))(PP (IN after)(NP (NP (DT the)(NN death))(PP (IN of)(NP (DT a)(VBN loved)(NN one)))))))))))#
201798452	stress	test	limits	(S1 (S (VP (VB test)(NP (NP (DT the)(NNS limits))(PP (IN of))))))#
201798452	try	test	limits	(S1 (S (VP (VB test)(NP (NP (DT the)(NNS limits))(PP (IN of))))))#
201798452	strain	test	limits	(S1 (S (VP (VB test)(NP (NP (DT the)(NNS limits))(PP (IN of))))))#
201806407	buck up	gain	courage	(S1 (S (VP (VB gain)(NP (NN courage)))))#
201806407	take heart	gain	courage	(S1 (S (VP (VB gain)(NP (NN courage)))))#
201807314	antagonize	provoke	hostility	(S1 (S (VP (VB provoke)(NP (NP (DT the)(NN hostility))(PP (IN of))))))#
201807314	antagonise	provoke	hostility	(S1 (S (VP (VB provoke)(NP (NP (DT the)(NN hostility))(PP (IN of))))))#
201808218	bring	attract	attention	(S1 (S (VP (VB attract)(NP (NP (DT the)(NN attention))(PP (IN of))))))#
201808374	disgust	offend	sense	(S1 (S (VP (VB offend)(NP (NP (DT the)(JJ moral)(NN sense))(PP (IN of))))))#
201808374	revolt	offend	sense	(S1 (S (VP (VB offend)(NP (NP (DT the)(JJ moral)(NN sense))(PP (IN of))))))#
201808374	nauseate	offend	sense	(S1 (S (VP (VB offend)(NP (NP (DT the)(JJ moral)(NN sense))(PP (IN of))))))#
201808374	sicken	offend	sense	(S1 (S (VP (VB offend)(NP (NP (DT the)(JJ moral)(NN sense))(PP (IN of))))))#
201808374	churn up	offend	sense	(S1 (S (VP (VB offend)(NP (NP (DT the)(JJ moral)(NN sense))(PP (IN of))))))#
201810933	despair	abandon	hope	(S1 (S (VP (VB abandon)(NP (NN hope)))))#(S1 (S (VP (VB lose)(NP (NN heart)))))#
201813668	jump for joy	feel	elation	(S1 (S (VP (VB feel)(NP (JJ extreme)(NN happiness)(CC or)(NN elation)))))#
201813668	exult	feel	elation	(S1 (S (VP (VB feel)(NP (JJ extreme)(NN happiness)(CC or)(NN elation)))))#
201813668	walk on air	feel	elation	(S1 (S (VP (VB feel)(NP (JJ extreme)(NN happiness)(CC or)(NN elation)))))#
201813668	be on cloud nine	feel	elation	(S1 (S (VP (VB feel)(NP (JJ extreme)(NN happiness)(CC or)(NN elation)))))#
201813884	joy	feel	joy	(S1 (S (VP (VB feel)(NP (NN happiness)(CC or)(NN joy)))))#
201813884	rejoice	feel	joy	(S1 (S (VP (VB feel)(NP (NN happiness)(CC or)(NN joy)))))#
201819911	dither	make	fuss	(S1 (S (VP (VB make)(NP (DT a)(NN fuss)))))#
201819911	flap	make	fuss	(S1 (S (VP (VB make)(NP (DT a)(NN fuss)))))#
201819911	pother	make	fuss	(S1 (S (VP (VB make)(NP (DT a)(NN fuss)))))#
201821423	interest	engage	interest	(S1 (S (VP (VB engage)(NP (NP (DT the)(NN interest))(PP (IN of))))))#
201823149	give a hoot	show	interest	(S1 (S (VP (VB show)(NP (DT no)(NN concern)(CC or)(NN interest)))))#
201823149	give a hang	show	interest	(S1 (S (VP (VB show)(NP (DT no)(NN concern)(CC or)(NN interest)))))#
201823149	care a hang	show	interest	(S1 (S (VP (VB show)(NP (DT no)(NN concern)(CC or)(NN interest)))))#
201823149	give a damn	show	interest	(S1 (S (VP (VB show)(NP (DT no)(NN concern)(CC or)(NN interest)))))#
201833508	drop back	take	position	(S1 (S (VP (VB take)(NP (NP (NN position))(PP (IN in)(NP (DT the)(NN rear)))(, ,)(PP (PP (IN as)(PP (IN in)(NP (DT a)(JJ military)(NN formation))))(CC or)(PP (IN in)(NP (NP (DT the)(NN line))(PP (IN of)(NP (NP (NN scrimmage))(PP (IN in)(NP (NN football)))
201835496	travel	change	location	(S1 (S (VP (VB change)(NP (NN location)))))#
201835496	go	change	location	(S1 (S (VP (VB change)(NP (NN location)))))#
201835496	move	change	location	(S1 (S (VP (VB change)(NP (NN location)))))#
201835496	locomote	change	location	(S1 (S (VP (VB change)(NP (NN location)))))#
201839690	come	cover	distance	(S1 (S (VP (VB cover)(NP (DT a)(JJ certain)(NN distance)))))#
201839963	betake oneself	displace	oneself	(S1 (S (VP (VB displace)(NP (PRP oneself)))))#
201842204	go out	leave	house	(S1 (S (VP (VB leave)(NP (DT the)(NN house)(S (VP (TO to)(VP (VB go)(ADVP (RB somewhere)))))))))#
201843904	sightsee	visit	sights	(S1 (S (VP (VB visit)(NP (ADJP (JJ famous)(CC or)(JJ interesting))(NNS sights)))))#
201845720	travel	undertake	trip	(S1 (S (VP (VB undertake)(NP (NP (DT a)(NN journey))(CC or)(NP (NN trip))))))#
201845720	journey	undertake	trip	(S1 (S (VP (VB undertake)(NP (NP (DT a)(NN journey))(CC or)(NP (NN trip))))))#
201847220	trek	make	journey	(S1 (S (VP (VB make)(NP (DT a)(ADJP (JJ long)(CC and)(JJ difficult))(NN journey)))))#
201848190	kite	fly	kite	(S1 (S (VP (VB fly)(NP (DT a)(NN kite)))))#
201855606	move	change	place	(S1 (S (VP (VB change)(NP (NP (NN residence)(, ,)(NN affiliation)(, ,)(CC or)(NN place))(PP (IN of)(NP (NN employment)))))))#
201856096	move in	occupy	place	(S1 (S (VP (VB occupy)(NP (DT a)(NN place)))))#
201862496	stall	cause	engine	(S1 (S (VP (VB cause)(NP (NP (DT an)(NN engine))(SBAR (S (VP (TO to)(VP (VB stop)))))))))#
201862640	stall	cause	airplane	(S1 (S (VP (VB cause)(NP (DT an)(NN airplane)(S (VP (TO to)(VP (VB go)(PP (IN into)(NP (DT a)(NN stall))))))))))#
201862776	stall	experience	stall	(S1 (S (VP (VB experience)(NP (NP (DT a)(NN stall))(PP (IN in)(NP (NN flight)))(, ,)(PP (IN of)(NP (NNS airplanes)))))))#
201862918	stop	interrupt	trip	(S1 (S (VP (VB interrupt)(NP (DT a)(NN trip)))))#
201862918	stop over	interrupt	trip	(S1 (S (VP (VB interrupt)(NP (DT a)(NN trip)))))#
201868780	wrench	make	motion	(S1 (S (VP (VB make)(NP (DT a)(JJ sudden)(NN twisting)(NN motion)))))#
201882170	walk	take	walk	(S1 (S (VP (VB take)(NP (DT a)(NN walk)))))#
201882170	take the air	take	walk	(S1 (S (VP (VB take)(NP (DT a)(NN walk)))))#
201883344	shift	change	direction	(S1 (S (VP (VB change)(NP (NP (NN place))(CC or)(NP (NN direction))))))#
201883344	dislodge	change	direction	(S1 (S (VP (VB change)(NP (NP (NN place))(CC or)(NP (NN direction))))))#
201883344	reposition	change	direction	(S1 (S (VP (VB change)(NP (NP (NN place))(CC or)(NP (NN direction))))))#
201885580	fan	agitate	air	(S1 (S (VP (VB agitate)(NP (DT the)(NN air)))))#
201894320	stir	move	through	(S1 (S (VP (VB move)(NP (DT an)(VB implement)(IN through)))))#
201894914	glissade	perform	glissade	(S1 (S (VP (VB perform)(NP (NP (DT a)(NN glissade))(, ,)(PP (IN in)(NP (NN ballet)))))))#
201895027	chasse	perform	step	(S1 (S (VP (VB perform)(NP (NP (DT a)(JJ chasse)(NN step))(, ,)(PP (IN in)(NP (NN ballet)))))))#
201895027	sashay	perform	step	(S1 (S (VP (VB perform)(NP (NP (DT a)(JJ chasse)(NN step))(, ,)(PP (IN in)(NP (NN ballet)))))))#
201895168	capriole	perform	capriole	(S1 (S (VP (VB perform)(NP (NP (DT a)(NN capriole))(, ,)(PP (IN in)(NP (NN ballet)))))))#
201895612	waltz	dance	waltz	(S1 (S (VP (VB dance)(NP (DT a)(NN waltz)))))#
201895612	waltz around	dance	waltz	(S1 (S (VP (VB dance)(NP (DT a)(NN waltz)))))#
201896119	shag	dance	shag	(S1 (S (VP (VB dance)(NP (DT the)(NN shag)))))#
201896213	foxtrot	dance	foxtrot	(S1 (S (VP (VB dance)(NP (DT the)(NN foxtrot)))))#
201896295	contredanse	perform	contradance	(S1 (S (VP (VB perform)(NP (DT a)(NN contradance)))))#
201896295	contra danse	perform	contradance	(S1 (S (VP (VB perform)(NP (DT a)(NN contradance)))))#
201896295	contradance	perform	contradance	(S1 (S (VP (VB perform)(NP (DT a)(NN contradance)))))#
201896295	country-dance	perform	contradance	(S1 (S (VP (VB perform)(NP (DT a)(NN contradance)))))#
201896657	cakewalk	perform	dance	(S1 (S (VP (VB perform)(NP (DT the)(NN cakewalk)(NN dance)))))#
201896767	conga	dance	conga	(S1 (S (VP (VB dance)(NP (DT the)(NN conga)))))#
201896881	samba	dance	samba	(S1 (S (VP (VB dance)(NP (DT the)(NN samba)))))#
201896995	two-step	dance	two-step	(S1 (S (VP (VB dance)(NP (DT the)(JJ two-step)))))#
201897097	Charleston	dance	Charleston	(S1 (S (VP (VB dance)(NP (DT the)(NNP Charleston)))))#
201897306	cha-cha	dance	cha-cha	(S1 (S (VP (VB dance)(NP (DT the)(NN cha-cha)))))#
201897489	mambo	dance	mambo	(S1 (S (VP (VB dance)(NP (DT a)(NN mambo)))))#
201897677	one-step	dance	one-step	(S1 (S (VP (VB dance)(NP (DT the)(NN one-step)))))#
201897779	rhumba	dance	rhumba	(S1 (S (VP (VB dance)(NP (DT the)(NN rhumba)))))#
201897779	rumba	dance	rhumba	(S1 (S (VP (VB dance)(NP (DT the)(NN rhumba)))))#
201897885	slam	dance	dance	(S1 (S (VP (VB dance)(NP (DT the)(NN slam)(NN dance)))))#
201897885	mosh	dance	dance	(S1 (S (VP (VB dance)(NP (DT the)(NN slam)(NN dance)))))#
201897885	slam dance	dance	dance	(S1 (S (VP (VB dance)(NP (DT the)(NN slam)(NN dance)))))#
201897885	thrash	dance	dance	(S1 (S (VP (VB dance)(NP (DT the)(NN slam)(NN dance)))))#
201898769	folk dance	perform	folk-dance	(S1 (S (VP (VB perform)(NP (DT a)(NN folk-dance)))))#
201899158	quickstep	perform	quickstep	(S1 (S (VP (VB perform)(NP (DT a)(NN quickstep)))))#
201908658	turn off	make	turn	(S1 (S (VP (VB make)(NP (DT a)(NN turn)))))#
201909275	corner	turn	corner	(S1 (S (VP (VB turn)(NP (DT a)(NN corner)))))#
201914947	run	run	distance	(S1 (S (VP (VB run)(NP (DT a)(JJ certain)(NN distance)))))#
201919226	promenade	take	walk	(S1 (S (VP (VB take)(NP (DT a)(JJ leisurely)(NN walk)))))#
201927747	run	keep	company	(S1 (S (VP (VB keep)(NP (NN company)))))#
201927747	consort	keep	company	(S1 (S (VP (VB keep)(NP (NN company)))))#
201931262	coach	drive	coach	(S1 (S (VP (VB drive)(NP (DT a)(NN coach)))))#
201931768	head	direct	course	(S1 (S (VP (VB direct)(NP (DT the)(NN course)))))#(S1 (S (VP (VB determine)(NP (NP (DT the)(NN direction))(PP (IN of)(NP (NN travelling)))))))#
201931768	channelise	direct	course	(S1 (S (VP (VB direct)(NP (DT the)(NN course)))))#(S1 (S (VP (VB determine)(NP (NP (DT the)(NN direction))(PP (IN of)(NP (NN travelling)))))))#
201931768	channelize	direct	course	(S1 (S (VP (VB direct)(NP (DT the)(NN course)))))#(S1 (S (VP (VB determine)(NP (NP (DT the)(NN direction))(PP (IN of)(NP (NN travelling)))))))#
201931768	point	direct	course	(S1 (S (VP (VB direct)(NP (DT the)(NN course)))))#(S1 (S (VP (VB determine)(NP (NP (DT the)(NN direction))(PP (IN of)(NP (NN travelling)))))))#
201931768	guide	direct	course	(S1 (S (VP (VB direct)(NP (DT the)(NN course)))))#(S1 (S (VP (VB determine)(NP (NP (DT the)(NN direction))(PP (IN of)(NP (NN travelling)))))))#
201931768	manoeuvre	direct	course	(S1 (S (VP (VB direct)(NP (DT the)(NN course)))))#(S1 (S (VP (VB determine)(NP (NP (DT the)(NN direction))(PP (IN of)(NP (NN travelling)))))))#
201931768	manoeuver	direct	course	(S1 (S (VP (VB direct)(NP (DT the)(NN course)))))#(S1 (S (VP (VB determine)(NP (NP (DT the)(NN direction))(PP (IN of)(NP (NN travelling)))))))#
201931768	maneuver	direct	course	(S1 (S (VP (VB direct)(NP (DT the)(NN course)))))#(S1 (S (VP (VB determine)(NP (NP (DT the)(NN direction))(PP (IN of)(NP (NN travelling)))))))#
201931768	steer	direct	course	(S1 (S (VP (VB direct)(NP (DT the)(NN course)))))#(S1 (S (VP (VB determine)(NP (NP (DT the)(NN direction))(PP (IN of)(NP (NN travelling)))))))#
201931768	direct	direct	course	(S1 (S (VP (VB direct)(NP (DT the)(NN course)))))#(S1 (S (VP (VB determine)(NP (NP (DT the)(NN direction))(PP (IN of)(NP (NN travelling)))))))#
201933900	canalize	direct	flow	(S1 (S (VP (VB direct)(NP (NP (DT the)(NN flow))(PP (IN of))))))#
201933900	canalise	direct	flow	(S1 (S (VP (VB direct)(NP (NP (DT the)(NN flow))(PP (IN of))))))#
201933900	channel	direct	flow	(S1 (S (VP (VB direct)(NP (NP (DT the)(NN flow))(PP (IN of))))))#
201934427	park	maneuver	vehicle	(S1 (S (VP (VB maneuver)(NP (NP (DT a)(NN vehicle))(PP (IN into)(NP (DT a)(NN parking)(NN space)))))))#
201934976	double-park	park	vehicle	(S1 (S (VP (VB park)(NP (NP (DT a)(NN vehicle))(PP (IN alongside)(NP (DT another)))))))#
201935476	wheel	ride	bicycle	(S1 (S (VP (VB ride)(NP (DT a)(NN bicycle)))))#
201935476	bicycle	ride	bicycle	(S1 (S (VP (VB ride)(NP (DT a)(NN bicycle)))))#
201935476	cycle	ride	bicycle	(S1 (S (VP (VB ride)(NP (DT a)(NN bicycle)))))#
201935476	bike	ride	bicycle	(S1 (S (VP (VB ride)(NP (DT a)(NN bicycle)))))#
201935476	pedal	ride	bicycle	(S1 (S (VP (VB ride)(NP (DT a)(NN bicycle)))))#
201935846	unicycle	ride	unicycle	(S1 (S (VP (VB ride)(NP (DT a)(NN unicycle)))))#
201936048	motorcycle	ride	motorcycle	(S1 (S (VP (VB ride)(NP (DT a)(NN motorcycle)))))#
201936048	cycle	ride	motorcycle	(S1 (S (VP (VB ride)(NP (DT a)(NN motorcycle)))))#
201936048	motorbike	ride	motorcycle	(S1 (S (VP (VB ride)(NP (DT a)(NN motorcycle)))))#
201937067	spread-eagle	execute	spread	(S1 (S (VP (VB execute)(NP (NP (DT a)(NN spread))(SBAR (S (NP (NP (NNP eagle))(PP (IN on)(NP (NP (NNS skates))(, ,)(PP (IN with)(NP (NNS arms)(CC and)(NNS legs))))))(VP (VBD stretched)(PRT (RP out)))))))))#
201939811	bobsled	ride	bobsled	(S1 (S (VP (VB ride)(NP (DT a)(NN bobsled)))))#
201939811	bob	ride	bobsled	(S1 (S (VP (VB ride)(NP (DT a)(NN bobsled)))))#
201940248	water ski	ride	water	(S1 (S (VP (VB ride)(NP (NN water)(NNS skis)))))#
201941093	pilot	operate	airplane	(S1 (S (VP (VB operate)(NP (DT an)(NN airplane)))))#
201941093	fly	operate	airplane	(S1 (S (VP (VB operate)(NP (DT an)(NN airplane)))))#
201941093	aviate	operate	airplane	(S1 (S (VP (VB operate)(NP (DT an)(NN airplane)))))#
201942137	test fly	test	plane	(S1 (S (VP (VB test)(NP (DT a)(NN plane)))))#
201942234	jet	fly	plane	(S1 (S (VP (VB fly)(NP (DT a)(NN jet)(NN plane)))))#
201948077	surfboard	ride	waves	(S1 (S (VP (VB ride)(NP (NP (DT the)(NNS waves))(PP (IN of)(NP (NP (DT the)(NN sea))(PP (IN with)(NP (DT a)(NN surfboard)))))))))#
201948077	surf	ride	waves	(S1 (S (VP (VB ride)(NP (NP (DT the)(NNS waves))(PP (IN of)(NP (NP (DT the)(NN sea))(PP (IN with)(NP (DT a)(NN surfboard)))))))))#
201948339	body-surf	ride	crest	(S1 (S (VP (VB ride)(NP (NP (DT the)(NN crest))(PP (IN of)(NP (NP (DT a)(NN wave))(PP (IN without)(NP (DT a)(NN surfboard)))))))))#
201951276	freight	transport	cargo	(S1 (S (VP (VB transport)(NP (RB commercially)(IN as)(NN cargo)))))#
201957273	snowmobile	ride	snowmobile	(S1 (S (VP (VB ride)(NP (DT a)(NN snowmobile)))))#
201958868	prance	ride	horse	(S1 (S (VP (VB ride)(NP (NP (DT a)(NN horse))(ADJP (ADJP (JJ such))(SBAR (IN that)(S (NP (PRP it))(VP (VP (NNP springs))(CC and)(VP (VBZ bounds)(ADVP (RB forward)))))))))))#
201963655	power-dive	make	dive	(S1 (S (VP (VB make)(NP (DT a)(NN power)(NN dive)))))#
201964891	capriole	perform	capriole	(S1 (S (VP (VB perform)(NP (NP (DT a)(NN capriole))(, ,)(PP (IN of)(NP (NP (NNS horses))(PP (IN in)(NP (NN dressage)))))))))#
201966352	curvet	perform	leap	(S1 (S (VP (VB perform)(NP (NP (DT a)(NN leap))(SBAR (WHADVP (WRB where))(S (NP (DT both)(JJ hind)(NNS legs))(VP (VBP come)(PP (IN off)(NP (DT the)(NN ground)))(, ,)(PP (IN of)(NP (DT a)(NN horse))))))))))#
201967205	hurdle	jump	hurdle	(S1 (S (VP (VB jump)(NP (DT a)(NN hurdle)))))#
201969991	queen	become	queen	(S1 (S (VP (VB become)(NP (DT a)(NN queen)))))#
201975753	heighten	increase	height	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN height))(PP (IN of))))))#
201977421	plop	drop	something	(S1 (S (VP (VB drop)(NP (NP (NN something))(PP (IN with)(NP (DT a)(JJ plopping)(NN sound)))))))#
201978850	force-land	make	landing	(S1 (S (VP (VB make)(NP (DT a)(JJ forced)(NN landing)))))#
201980766	crash land	make	landing	(S1 (S (VP (VB make)(NP (DT an)(NN emergency)(NN landing)))))#
201982686	draw up	straighten	oneself	(S1 (S (VP (VB straighten)(NP (PRP oneself)))))#
201982686	pull up	straighten	oneself	(S1 (S (VP (VB straighten)(NP (PRP oneself)))))#
201982686	straighten up	straighten	oneself	(S1 (S (VP (VB straighten)(NP (PRP oneself)))))#
201983771	change posture	undergo	change	(S1 (S (VP (VB undergo)(NP (NP (DT a)(NN change))(PP (IN in)(NP (JJ bodily)(NN posture)))))))#
201984574	right	regain	position	(S1 (S (VP (VB regain)(NP (DT an)(ADJP (JJ upright)(CC or)(JJ proper))(NN position)))))#
201984902	sit	take	seat	(S1 (S (VP (VB take)(NP (DT a)(NN seat)))))#
201984902	sit down	take	seat	(S1 (S (VP (VB take)(NP (DT a)(NN seat)))))#
201985029	lie down	assume	position	(S1 (S (VP (VB assume)(NP (DT a)(JJ reclining)(NN position)))))#
201985029	lie	assume	position	(S1 (S (VP (VB assume)(NP (DT a)(JJ reclining)(NN position)))))#
201994128	nose	advance	part	(S1 (S (VP (VB advance)(NP (NP (DT the)(JJ forward)(NN part))(PP (IN of)(PP (IN with)(NP (NN caution))))))))#
201995549	continue	travel	onward	(S1 (S (VP (VB travel)(NP (NP (NN onward))(PP (IN in)(NP (NN time)(CC or)(NN space)))))))#
201995549	proceed	travel	onward	(S1 (S (VP (VB travel)(NP (NP (NN onward))(PP (IN in)(NP (NN time)(CC or)(NN space)))))))#
201995549	go forward	travel	onward	(S1 (S (VP (VB travel)(NP (NP (NN onward))(PP (IN in)(NP (NN time)(CC or)(NN space)))))))#
201998302	pan	make	movement	(S1 (S (VP (VB make)(NP (DT a)(JJ sweeping)(NN movement)))))#
201999798	take	take	somebody	(S1 (S (VP (VB take)(NP (NP (NN somebody))(ADVP (RB somewhere))))))#
201999798	direct	take	somebody	(S1 (S (VP (VB take)(NP (NP (NN somebody))(ADVP (RB somewhere))))))#
201999798	conduct	take	somebody	(S1 (S (VP (VB take)(NP (NP (NN somebody))(ADVP (RB somewhere))))))#
201999798	guide	take	somebody	(S1 (S (VP (VB take)(NP (NP (NN somebody))(ADVP (RB somewhere))))))#
201999798	lead	take	somebody	(S1 (S (VP (VB take)(NP (NP (NN somebody))(ADVP (RB somewhere))))))#
202002591	quest	search	trail	(S1 (S (VP (VB search)(NP (NP (DT the)(NN trail))(PP (IN of)(NP (-LRB- -LRB-)(NN game)(-RRB- -RRB-)))))))#
202003186	clear the air	dispel	emotions	(S1 (S (VP (VB dispel)(NP (NP (NNS differences))(CC or)(NP (JJ negative)(NNS emotions))))))#
202005948	arrive	reach	destination	(S1 (S (VP (VB reach)(NP (DT a)(NN destination)))))#
202005948	come	reach	destination	(S1 (S (VP (VB reach)(NP (DT a)(NN destination)))))#
202005948	get	reach	destination	(S1 (S (VP (VB reach)(NP (DT a)(NN destination)))))#
202007111	max out	reach	maximum	(S1 (S (VP (VB reach)(NP (DT a)(NN maximum)))))#
202007237	break even	attain	level	(S1 (S (VP (VB attain)(NP (NP (DT a)(NN level))(SBAR (WHPP (IN at)(WHNP (WDT which)))(S (NP (EX there))(VP (AUX is)(NP (NP (DT neither)(NN gain))(CC nor)(NP (NN loss))(, ,)(PP (IN as)(PP (IN in)(NP (NP (NN business))(, ,)(NP (NN gambling))(, ,)(CC or)(NP
202011437	go out	take	field	(S1 (S (VP (VB take)(NP (DT the)(NN field)))))#
202011685	dally	waste	time	(S1 (S (VP (VB waste)(NP (NN time)))))#
202011685	dawdle	waste	time	(S1 (S (VP (VB waste)(NP (NN time)))))#
202016220	detrain	leave	train	(S1 (S (VP (VB leave)(NP (DT a)(NN train)))))#
202017299	call at	enter	harbor	(S1 (S (VP (VB enter)(NP (DT a)(NN harbor)))))#
202017299	out in	enter	harbor	(S1 (S (VP (VB enter)(NP (DT a)(NN harbor)))))#
202017663	take water	enter	water	(S1 (S (VP (VB enter)(NP (DT the)(NN water)))))#
202018265	emplane	board	plane	(S1 (S (VP (VB board)(NP (DT a)(NN plane)))))#
202018265	enplane	board	plane	(S1 (S (VP (VB board)(NP (DT a)(NN plane)))))#
202020590	make	reach	destination	(S1 (S (VP (VB reach)(NP (NP (DT a)(NN destination))(, ,)(ADJP (DT either)(JJ real)(CC or)(JJ abstract))))))#
202020590	gain	reach	destination	(S1 (S (VP (VB reach)(NP (NP (DT a)(NN destination))(, ,)(ADJP (DT either)(JJ real)(CC or)(JJ abstract))))))#
202020590	arrive at	reach	destination	(S1 (S (VP (VB reach)(NP (NP (DT a)(NN destination))(, ,)(ADJP (DT either)(JJ real)(CC or)(JJ abstract))))))#
202020590	attain	reach	destination	(S1 (S (VP (VB reach)(NP (NP (DT a)(NN destination))(, ,)(ADJP (DT either)(JJ real)(CC or)(JJ abstract))))))#
202020590	reach	reach	destination	(S1 (S (VP (VB reach)(NP (NP (DT a)(NN destination))(, ,)(ADJP (DT either)(JJ real)(CC or)(JJ abstract))))))#
202020590	hit	reach	destination	(S1 (S (VP (VB reach)(NP (NP (DT a)(NN destination))(, ,)(ADJP (DT either)(JJ real)(CC or)(JJ abstract))))))#
202021149	summit	reach	summit	(S1 (S (VP (VB reach)(NP (NP (DT the)(NN summit))(PRN (-LRB- -LRB-)(PP (IN of)(NP (DT a)(NN mountain)))(-RRB- -RRB-))))))#
202021149	breast	reach	summit	(S1 (S (VP (VB reach)(NP (NP (DT the)(NN summit))(PRN (-LRB- -LRB-)(PP (IN of)(NP (DT a)(NN mountain)))(-RRB- -RRB-))))))#
202021773	culminate	reach	meridian	(S1 (S (VP (VB reach)(NP (NP (DT the)(JJS highest)(NN altitude))(CC or)(NP (NP (DT the)(NNP meridian))(, ,)(PP (IN of)(NP (DT a)(JJ celestial)(NN body))))))))#
